Partition,Algorithm,User,TestTime,NAttempted,NGood,Coverage,Predict.nDCG,Predict.nDCG.Raw,TopN.nDCG,AvgPrec,Rank,RecipRank
1,ii,26222,0.458,5,5,1.0,0.9853189427887071,12.385072130432615,0.20077946457345433,0.3333333333333333,3,0.3333333333333333
1,ii,27456,0.339,5,5,1.0,0.9853176339629804,16.77722840240183,0.0,0.0,,0.0
1,ii,28340,0.554,5,5,1.0,0.9739536218323407,13.800663604967376,0.0,0.0,,0.0
1,ii,30838,0.234,5,5,1.0,1.0,12.684818934934553,0.0,0.0,,0.0
1,ii,31273,0.5,5,5,1.0,0.9839351134072948,15.31189012336513,0.07229198966717341,0.0625,16,0.0625
1,ii,31321,0.506,5,5,1.0,0.9543635383959234,12.234565739436487,0.0,0.0,,0.0
1,ii,31362,0.498,5,5,1.0,0.9687849025695392,14.56189012336513,0.0,0.0,,0.0
1,ii,31476,0.41100000000000003,5,5,1.0,0.9800672230615031,13.9964252465794,0.06436998631262823,0.07142857142857142,14,0.07142857142857142
1,ii,32215,0.303,5,5,1.0,0.9529071579931271,15.877355000150859,0.0,0.0,,0.0
1,ii,32234,0.467,5,5,1.0,0.9858865741570014,15.31189012336513,0.3219349689077872,1.0,1,1.0
1,ii,33003,0.34,5,5,1.0,1.0,16.246425246579403,0.0,0.0,,0.0
1,ii,33860,0.355,5,5,1.0,0.986589750029972,12.75028381172028,0.24730921869881323,0.19444444444444442,6,0.16666666666666666
1,ii,33871,0.388,5,5,1.0,0.9837096956674087,15.096551844328435,0.07031912513659615,0.05555555555555555,18,0.05555555555555555
1,ii,34739,0.435,5,5,1.0,0.940422746449744,14.027228402401827,0.04653663470349083,0.05,20,0.05
1,ii,35246,0.897,5,5,1.0,1.0,12.754142376861159,0.0,0.0,,0.0
1,ii,35522,0.604,5,5,1.0,1.0,12.454395572359223,0.0,0.0,,0.0
1,ii,35983,0.676,5,5,1.0,0.9959242108940529,15.9964252465794,0.07171080755736446,0.06666666666666667,15,0.06666666666666667
1,ii,38052,1.038,5,5,1.0,0.9372947332355672,10.75028381172028,0.0,0.0,,0.0
1,ii,39714,0.41000000000000003,5,5,1.0,0.9948208391220402,13.315748688506009,0.0,0.0,,0.0
1,ii,41020,0.191,5,5,1.0,0.9310358326095851,13.50028381172028,0.0,0.0,,0.0
1,ii,43829,0.337,5,5,1.0,0.9766327226015903,13.184818934934553,0.0,0.0,,0.0
1,ii,45811,0.456,5,5,1.0,1.0,13.184818934934553,0.0,0.0,,0.0
1,ii,45854,0.299,5,5,1.0,1.0,16.131213565291738,0.0,0.0,,0.0
1,ii,47414,0.619,5,5,1.0,0.9868805331802163,13.881213565291738,0.0,0.0,,0.0
1,ii,48512,0.379,5,5,1.0,0.9634486357638303,13.281086967542706,0.0,0.0,,0.0
1,ii,49129,0.5,5,5,1.0,0.9226378912677494,10.184818934934553,0.0,0.0,,0.0
1,ii,49642,0.599,5,5,1.0,0.9525124355468355,9.803889181363095,0.0,0.0,,0.0
1,ii,49806,0.20600000000000002,5,5,1.0,0.9157676765062349,9.619354058148824,0.0,0.0,,0.0
1,ii,51255,0.215,5,5,1.0,0.9847386154265337,16.131213565291738,0.5401480827280251,0.43434343434343425,2,0.5
1,ii,51460,0.295,5,5,1.0,1.0,16.06189012336513,0.23006782534353626,0.2159090909090909,4,0.25
1,ii,52437,0.423,5,5,1.0,0.98520472838147,13.33469233718552,0.0,0.0,,0.0
1,ii,53023,0.434,5,5,1.0,1.0,15.031086967542706,0.09278868063682412,0.08333333333333333,12,0.08333333333333333
1,ii,53819,0.324,5,5,1.0,0.907879667603038,14.027228402401827,0.0,0.0,,0.0
1,ii,53859,0.643,5,5,1.0,0.9670647827437003,14.699904018473184,0.0,0.0,,0.0
1,ii,54114,0.221,5,5,1.0,0.9489187923324516,14.296172051081339,0.0,0.0,,0.0
1,ii,54643,0.263,5,5,1.0,0.962572226924885,15.046172051081339,0.08401444134203138,0.07142857142857142,14,0.07142857142857142
1,ii,55479,0.77,5,5,1.0,0.9812716838852191,10.492282869718244,0.0,0.0,,0.0
1,ii,56308,0.5760000000000001,5,5,1.0,0.9974449091045987,13.531086967542706,0.0,0.0,,0.0
1,ii,56574,0.764,5,5,1.0,1.0,14.315748688506009,0.0,0.0,,0.0
1,ii,57147,0.404,5,5,1.0,0.8342585294235543,9.680960369793672,0.0,0.0,,0.0
1,ii,57242,0.383,5,5,1.0,0.8411481810731888,10.631213565291738,0.0,0.0,,0.0
1,ii,57742,0.34400000000000003,5,5,1.0,0.9761075076034105,14.461763525616098,0.0,0.0,,0.0
1,ii,58579,0.28600000000000003,5,5,1.0,0.9838193210984889,17.30803155822425,0.0,0.0,,0.0
1,ii,61755,0.29,5,5,1.0,0.9714992126884457,14.81189012336513,0.0,0.0,,0.0
1,ii,62314,0.792,5,5,1.0,0.8367283489565905,10.131213565291738,0.0,0.0,,0.0
1,ii,63200,0.787,5,5,1.0,0.9593142338541187,14.15015721397125,0.0,0.0,,0.0
1,ii,65155,0.716,5,5,1.0,0.9699669517480646,11.919733851395918,0.0,0.0,,0.0
1,ii,67615,0.41600000000000004,5,5,1.0,0.976664383476404,15.446678442077467,0.0,0.0,,0.0
1,ii,68905,0.401,5,5,1.0,0.9770709631333402,12.800030616222216,0.0,0.0,,0.0
1,ii,70835,0.406,5,5,1.0,0.9913407108511352,15.430960369793672,0.0,0.0,,0.0
1,ii,71362,0.34900000000000003,5,5,1.0,0.9720079397184095,12.815748688506009,0.0,0.0,,0.0
1,ii,71680,0.77,5,5,1.0,1.0,9.573465818787767,0.0,0.0,,0.0
1,ii,72633,0.257,5,5,1.0,0.9623634136271089,12.784945532683583,0.0,0.0,,0.0
1,ii,73639,0.36,5,5,1.0,1.0,16.02722840240183,0.0,0.0,,0.0
1,ii,75422,0.514,5,5,1.0,0.9841233806349599,15.4964252465794,0.0,0.0,,0.0
1,ii,77512,0.724,5,5,1.0,0.9974791995977742,13.715622090756977,0.0,0.0,,0.0
1,ii,79107,0.319,5,5,1.0,0.9905800336731764,10.934818934934553,0.0,0.0,,0.0
1,ii,79364,0.169,5,5,1.0,0.80637814527336,8.203762583614063,0.0,0.0,,0.0
1,ii,79401,0.421,5,5,1.0,0.9973909022902632,13.25028381172028,0.0,0.0,,0.0
1,ii,79601,0.459,5,5,1.0,0.9853189427887071,12.385072130432615,0.0,0.0,,0.0
1,ii,80080,0.26,5,5,1.0,0.9674503359924582,10.988424304577366,0.0,0.0,,0.0
1,ii,81435,0.214,5,5,1.0,0.9498467032511542,14.277228402401827,0.0,0.0,,0.0
1,ii,82202,0.538,5,5,1.0,0.9421433208377621,10.838550902326398,0.0,0.0,,0.0
1,ii,83416,0.224,5,5,1.0,0.9190418206394876,14.627355000150859,0.0,0.0,,0.0
1,ii,83479,0.187,5,5,1.0,1.0,14.33532532593068,0.0,0.0,,0.0
1,ii,84549,0.38,5,5,1.0,0.9394354392467608,13.2464252465794,0.0,0.0,,0.0
1,ii,84752,0.394,5,5,1.0,0.8800680209581616,7.592409467467276,0.0,0.0,,0.0
1,ii,85242,0.20700000000000002,5,5,1.0,0.9958688251280887,15.781086967542706,0.0,0.0,,0.0
1,ii,85518,0.268,5,5,1.0,0.9950964146585864,13.284945532683583,0.18903681136991723,0.3333333333333333,3,0.3333333333333333
1,ii,86156,0.439,5,5,1.0,0.9708234735742606,11.65015721397125,0.0,0.0,,0.0
1,ii,86589,0.358,5,5,1.0,0.9289177141820756,14.427101804652795,0.0,0.0,,0.0
1,ii,86592,0.604,5,5,1.0,0.9822062678085723,11.053889181363095,0.0,0.0,,0.0
1,ii,86783,0.331,5,5,1.0,0.9864837613199109,14.615495493007945,0.0,0.0,,0.0
1,ii,87075,0.251,5,5,1.0,0.978657531920457,14.465622090756977,0.0,0.0,,0.0
1,ii,87502,0.465,5,5,1.0,0.946500838636189,11.565748688506009,0.07850168867934122,0.05555555555555555,18,0.05555555555555555
1,ii,88394,0.678,5,5,1.0,0.987317267682218,10.19253606521631,0.0,0.0,,0.0
1,ii,88932,0.23500000000000001,5,5,1.0,0.9879512828940084,15.131213565291738,0.1405992507557278,0.2,5,0.2
1,ii,89617,0.391,5,5,1.0,0.9180672707273986,11.93867750007543,0.0,0.0,,0.0
1,ii,90145,0.449,5,5,1.0,1.0,13.885072130432615,0.0,0.0,,0.0
1,ii,90453,0.47100000000000003,5,5,1.0,0.9815292939748955,13.284945532683583,0.0,0.0,,0.0
1,ii,91478,0.549,5,5,1.0,1.0,14.531086967542706,0.0,0.0,,0.0
1,ii,91969,0.706,5,5,1.0,0.9842989681641497,12.553889181363095,0.07799750490190063,0.043478260869565216,23,0.043478260869565216
1,ii,92106,0.274,5,5,1.0,0.9414783684446605,13.98134016304077,0.0,0.0,,0.0
1,ii,92814,0.38,5,5,1.0,0.9403847577812607,13.592693279187555,0.0,0.0,,0.0
1,ii,92861,0.619,5,5,1.0,0.9973909022902632,13.25028381172028,0.0,0.0,,0.0
1,ii,92882,0.491,5,5,1.0,1.0,17.342693279187557,0.0,0.0,,0.0
1,ii,93203,0.28600000000000003,5,5,1.0,1.0,14.635072130432615,0.0,0.0,,0.0
1,ii,95283,0.456,5,5,1.0,0.9874765772339846,14.550663604967376,0.07400792347930758,0.041666666666666664,24,0.041666666666666664
1,ii,96370,0.495,5,5,1.0,0.976752099682108,13.254142376861159,0.0,0.0,,0.0
1,ii,97163,0.587,5,5,1.0,0.9911627986999381,14.684818934934553,0.23623510857168387,0.1875,4,0.25
1,ii,97195,0.578,5,5,1.0,1.0,13.784945532683583,0.0,0.0,,0.0
5,lucene-log,1588,7.5520000000000005,5,5,1.0,0.908529133997009,11.615495493007945,0.1059046221088352,0.16666666666666666,6,0.16666666666666666
1,ii,98278,0.41400000000000003,5,5,1.0,0.9533142675530342,11.304522170108255,0.0,0.0,,0.0
1,ii,98494,0.796,5,5,1.0,0.9856052436269626,12.635072130432615,0.0,0.0,,0.0
1,ii,98541,0.615,5,5,1.0,0.8828081594282855,11.096551844328435,0.0,0.0,,0.0
1,ii,98644,0.442,5,5,1.0,0.9938617415276964,16.2117635256161,0.07215868657349488,0.05263157894736842,19,0.05263157894736842
1,ii,98781,0.484,5,5,1.0,0.9400876112929251,11.284945532683583,0.0,0.0,,0.0
1,ii,99429,0.47600000000000003,5,5,1.0,0.9809118116653894,10.092409467467276,0.0,0.0,,0.0
5,lucene-log,1738,3.016,5,5,1.0,0.9290878854713773,14.662016721114163,0.0,0.0,,0.0
1,ii,99477,0.422,5,5,1.0,1.0,12.75028381172028,0.11174878688757985,0.14285714285714285,7,0.14285714285714285
5,lucene-log,1741,0.355,5,5,1.0,0.8606992292926534,9.315748688506009,0.0,0.0,,0.0
5,lucene-log,2024,0.157,5,5,1.0,0.9806962218840574,14.461763525616098,0.13966468155798772,0.09728506787330317,13,0.07692307692307693
5,lucene-log,2945,0.182,5,5,1.0,1.0,14.965622090756977,0.46359880459732594,0.45,2,0.5
1,ii,100540,0.402,5,5,1.0,0.9685484004158603,13.865495493007945,0.0,0.0,,0.0
5,lucene-log,3076,0.185,5,5,1.0,0.9709045711790093,12.315748688506009,0.1427353587398674,0.08712121212121213,11,0.09090909090909091
5,lucene-log,3569,0.135,5,5,1.0,0.9346069944948124,14.842693279187555,0.19864028368409742,0.3333333333333333,3,0.3333333333333333
1,ii,101004,0.311,5,5,1.0,0.9825367149536005,14.065748688506009,0.13970842489295313,0.08514492753623187,12,0.08333333333333333
5,lucene-log,3915,0.14100000000000001,5,5,1.0,0.8999570068893212,12.315748688506009,0.0,0.0,,0.0
5,lucene-log,4215,0.145,5,5,1.0,1.0,17.80803155822425,0.27446033123392427,0.19074074074074074,5,0.2
1,ii,103927,0.317,5,5,1.0,0.9605828035414067,12.184818934934553,0.0,0.0,,0.0
5,lucene-log,4629,0.147,5,5,1.0,0.9776482747325348,10.934818934934553,0.0,0.0,,0.0
1,ii,104529,0.191,5,5,1.0,0.9977682359878776,15.4964252465794,0.07720401896831117,0.05555555555555555,18,0.05555555555555555
5,lucene-log,6116,0.117,5,5,1.0,0.9888578464269647,16.37735500015086,0.5370591558089853,0.3125,2,0.5
5,lucene-log,8335,0.053,5,5,1.0,0.9840988240644211,13.565748688506009,0.14031713303376073,0.16666666666666666,6,0.16666666666666666
5,lucene-log,9263,0.17200000000000001,5,5,1.0,0.9813559395526165,16.80803155822425,0.07594819622872519,0.09090909090909091,11,0.09090909090909091
1,ii,104732,0.255,5,5,1.0,0.9891623510971262,16.842693279187557,0.0,0.0,,0.0
5,lucene-log,10055,0.135,5,5,1.0,0.9501403704627455,10.18867750007543,0.0,0.0,,0.0
5,lucene-log,10514,0.10400000000000001,5,5,1.0,0.996840167547525,10.934818934934553,0.3084680147591179,0.16774725274725275,7,0.14285714285714285
5,lucene-log,11081,0.14300000000000002,5,5,1.0,0.9498232280751843,8.52308602554067,0.0,0.0,,0.0
1,ii,106537,0.49,5,5,1.0,0.977910303501218,13.965622090756977,0.0,0.0,,0.0
5,lucene-log,11343,0.224,5,5,1.0,0.9162069945315415,10.769227460399792,0.0,0.0,,0.0
5,lucene-log,11513,0.151,5,5,1.0,0.9785165567011093,12.965622090756977,0.0,0.0,,0.0
1,ii,107672,0.328,5,5,1.0,0.9810858413299363,15.580833772044642,0.0,0.0,,0.0
5,lucene-log,12947,0.123,5,5,1.0,0.9876026718851441,14.700537007218344,0.3359070050979109,1.0,1,1.0
5,lucene-log,13665,0.131,5,5,1.0,0.9572443536413359,12.7464252465794,0.0,0.0,,0.0
1,ii,107991,0.363,5,5,1.0,0.9862958337928599,13.281086967542706,0.0,0.0,,0.0
5,lucene-log,13952,0.226,5,5,1.0,0.9424053246507578,14.23070717429561,0.331116828246241,1.0,1,1.0
5,lucene-log,14382,0.162,5,5,1.0,1.0,16.016001884004073,0.3121877754643456,1.0,1,1.0
5,lucene-log,14644,0.242,5,5,1.0,1.0,15.031086967542706,0.0,0.0,,0.0
5,lucene-log,16126,0.166,5,5,1.0,0.9153057325692847,11.930960369793672,0.26850898542108703,1.0,1,1.0
5,lucene-log,17194,0.05,5,5,1.0,1.0,15.66587528625504,0.13745690879183145,0.2,5,0.2
1,ii,109009,0.6940000000000001,5,5,1.0,1.0,11.638930695573494,0.08388230287772569,0.08333333333333333,12,0.08333333333333333
5,lucene-log,17630,0.189,5,5,1.0,0.9767628468582126,11.965622090756977,0.3406232489618344,0.5454545454545454,1,1.0
5,lucene-log,18127,0.20700000000000002,5,5,1.0,0.9741179481323505,13.769227460399792,0.060937298953876916,0.04,25,0.04
1,ii,109347,0.436,5,5,1.0,0.9953209626199728,14.7464252465794,0.0,0.0,,0.0
5,lucene-log,18877,0.135,5,5,1.0,0.9679893900090797,13.615495493007945,0.0,0.0,,0.0
5,lucene-log,19800,0.17300000000000001,5,5,1.0,1.0,15.465622090756977,0.097322304236275,0.1,10,0.1
5,lucene-log,22377,0.158,5,5,1.0,0.9293641297928911,12.346551844328435,0.08136673312283611,0.07692307692307693,13,0.07692307692307693
1,ii,109550,0.462,5,5,1.0,0.969986034674872,9.70762114875494,0.0,0.0,,0.0
5,lucene-log,22822,0.149,5,5,1.0,0.9631614100644674,15.296172051081339,0.1345005214212114,0.06631578947368422,19,0.05263157894736842
5,lucene-log,24112,0.134,5,5,1.0,0.983457196291623,13.031086967542706,0.16665711986839352,0.3333333333333333,3,0.3333333333333333
1,ii,109734,0.28300000000000003,5,5,1.0,1.0,15.869987046893984,0.12188189129941823,0.16666666666666666,6,0.16666666666666666
5,lucene-log,24200,0.135,5,5,1.0,0.9714977607820154,13.115495493007945,0.07269990228522669,0.041666666666666664,24,0.041666666666666664
5,lucene-log,24386,0.07100000000000001,5,5,1.0,0.9772829874371133,15.877355000150859,0.19417494741013758,0.3333333333333333,3,0.3333333333333333
5,lucene-log,26008,0.067,5,5,1.0,0.9711508993549657,14.519227460399792,0.21333730621601418,0.16666666666666666,6,0.16666666666666666
5,lucene-log,26022,0.131,5,5,1.0,0.9580119095776143,12.631213565291738,0.0,0.0,,0.0
1,ii,110507,0.438,5,5,1.0,0.9975296481987828,13.9964252465794,0.0,0.0,,0.0
5,lucene-log,26172,0.134,5,5,1.0,0.8900531240302245,10.430960369793672,0.0,0.0,,0.0
5,lucene-log,26932,0.128,5,5,1.0,0.8935507208479828,9.135072130432615,0.07179177081831249,0.058823529411764705,17,0.058823529411764705
5,lucene-log,27484,0.10400000000000001,5,5,1.0,1.0,11.823465818787767,0.5814337807182304,0.39090909090909093,2,0.5
1,ii,111416,0.322,5,5,1.0,0.9877753074453086,16.492566681438525,0.0,0.0,,0.0
5,lucene-log,27731,0.129,5,5,1.0,1.0,14.2464252465794,0.0,0.0,,0.0
5,lucene-log,27735,0.064,5,5,1.0,0.8385660000162919,13.308031558224252,0.0,0.0,,0.0
5,lucene-log,27838,0.132,5,5,1.0,1.0,13.465622090756977,0.18741941495730463,0.3333333333333333,3,0.3333333333333333
5,lucene-log,27898,0.19,5,5,1.0,0.8609757264135383,9.504142376861159,0.06956134628576115,0.06666666666666667,15,0.06666666666666667
1,ii,113540,0.538,5,5,1.0,0.9750893286469643,14.446678442077467,0.0,0.0,,0.0
5,lucene-log,29631,0.078,5,5,1.0,0.7459800228760424,6.461479713895819,0.23090067783444881,0.5,2,0.5
5,lucene-log,32386,0.15,5,5,1.0,0.9553481749635034,12.180960369793672,0.0,0.0,,0.0
1,ii,114078,0.32,5,5,1.0,0.9221177295444809,12.25028381172028,0.0,0.0,,0.0
5,lucene-log,35050,0.161,5,5,1.0,0.9632010666502748,12.281086967542706,0.241142680632057,0.1418909592822636,5,0.2
5,lucene-log,36229,0.111,5,5,1.0,1.0,13.25028381172028,0.0,0.0,,0.0
1,ii,114335,0.249,5,5,1.0,1.0,16.246425246579403,0.0,0.0,,0.0
5,lucene-log,36628,0.138,5,5,1.0,0.8875315893598943,10.684818934934553,0.0,0.0,,0.0
5,lucene-log,36724,0.083,5,5,1.0,0.8673406359471945,9.053889181363093,0.0,0.0,,0.0
5,lucene-log,36727,0.127,5,5,1.0,1.0,12.823465818787767,0.47591910238842317,0.6428571428571428,1,1.0
1,ii,114448,0.293,5,5,1.0,0.9687849025695392,14.56189012336513,0.0,0.0,,0.0
5,lucene-log,37091,0.093,5,5,1.0,0.9870348024705674,12.90015721397125,0.0,0.0,,0.0
5,lucene-log,39061,0.224,5,5,1.0,0.9946711300744834,12.219480655897856,0.10271592200273012,0.1111111111111111,9,0.1111111111111111
5,lucene-log,39214,0.252,5,5,1.0,0.9248516787023652,12.781086967542706,0.39336925313391163,0.2916666666666667,2,0.5
5,lucene-log,40071,0.123,5,5,1.0,0.9499620907843754,14.31189012336513,0.04465303959078833,0.045454545454545456,22,0.045454545454545456
5,lucene-log,41244,0.164,5,5,1.0,0.9811324796093147,13.00028381172028,0.06769479881456573,0.045454545454545456,22,0.045454545454545456
1,ii,115852,0.839,5,5,1.0,0.9523802514318629,12.381213565291738,0.0,0.0,,0.0
5,lucene-log,41518,0.106,5,5,1.0,0.9477514540650146,13.330833772044642,0.0,0.0,,0.0
5,lucene-log,42053,0.112,5,5,1.0,0.9605873783128305,13.031086967542706,0.0,0.0,,0.0
5,lucene-log,42367,0.11800000000000001,5,5,1.0,0.9827955058999777,14.281086967542706,0.19824701130108582,0.20833333333333331,6,0.16666666666666666
5,lucene-log,42944,0.042,5,5,1.0,0.8818720454618529,11.715622090756977,0.0,0.0,,0.0
5,lucene-log,43604,0.075,5,5,1.0,0.9280315820301052,14.877355000150859,0.23946774494283052,0.18282828282828287,6,0.16666666666666666
1,ii,116220,0.481,5,5,1.0,0.9709045711790093,12.315748688506009,0.0,0.0,,0.0
5,lucene-log,45015,0.10200000000000001,5,5,1.0,0.9974791995977742,13.715622090756977,0.18025825520490182,0.1213235294117647,8,0.125
5,lucene-log,46392,0.083,5,5,1.0,1.0,13.784945532683583,0.0,0.0,,0.0
5,lucene-log,47866,0.121,5,5,1.0,0.9414509870366417,11.131213565291738,0.0,0.0,,0.0
1,ii,117493,0.298,5,5,1.0,0.9254848181052021,13.281086967542706,0.0,0.0,,0.0
5,lucene-log,48098,0.107,5,5,1.0,0.9330461222214941,13.296172051081339,0.0,0.0,,0.0
5,lucene-log,49455,0.084,5,5,1.0,0.8992158173212241,11.4964252465794,0.0,0.0,,0.0
1,ii,118304,0.179,5,5,1.0,0.9612032256800539,13.2464252465794,0.0,0.0,,0.0
5,lucene-log,50283,0.056,5,5,1.0,0.9280055022193974,14.677101804652795,0.0,0.0,,0.0
5,lucene-log,52004,0.117,5,5,1.0,0.9661038661624634,12.385072130432615,0.058791502868703875,0.04,25,0.04
5,lucene-log,53007,0.112,5,5,1.0,1.0,16.02722840240183,0.0,0.0,,0.0
5,lucene-log,53578,0.075,5,5,1.0,0.9418114154353465,14.627355000150859,0.2038921469749319,0.25,4,0.25
1,ii,119309,0.34,5,5,1.0,1.0,13.00028381172028,0.0,0.0,,0.0
5,lucene-log,53877,0.098,5,5,1.0,0.9562134454847497,12.019227460399792,0.0,0.0,,0.0
5,lucene-log,56392,0.065,5,5,1.0,0.9939543978976303,16.4617635256161,0.16024836291890998,0.09555555555555556,9,0.1111111111111111
1,ii,119522,0.23500000000000001,5,5,1.0,0.9776821176521245,13.819607253646886,0.0,0.0,,0.0
5,lucene-log,56889,0.107,5,5,1.0,0.9715407022196493,13.004142376861159,0.0,0.0,,0.0
5,lucene-log,57171,0.115,5,5,1.0,1.0,14.034945532683583,0.40484110853410243,0.5714285714285714,1,1.0
5,lucene-log,57474,0.077,5,5,1.0,1.0,14.91587528625504,0.40915683624748084,0.6428571428571428,1,1.0
1,ii,119625,0.247,5,5,1.0,0.916959434982529,13.296172051081339,0.06959154883323435,0.045454545454545456,22,0.045454545454545456
5,lucene-log,57866,0.066,5,5,1.0,0.9905704664447158,13.754142376861159,0.0,0.0,,0.0
5,lucene-log,57916,0.062,5,5,1.0,0.9851295720965634,16.56189012336513,0.4009565600947531,0.6666666666666666,1,1.0
5,lucene-log,58802,0.109,5,5,1.0,0.988711067326514,16.162016721114163,0.0,0.0,,0.0
5,lucene-log,59527,0.108,5,5,1.0,0.9138830744931089,11.715622090756977,0.07219510195023715,0.05,20,0.05
5,lucene-log,60710,0.099,5,5,1.0,0.9487397271146971,13.881213565291738,0.09702489401858946,0.1111111111111111,9,0.1111111111111111
1,ii,121052,0.436,5,5,1.0,1.0,13.565748688506009,0.08224918566786445,0.08333333333333333,12,0.08333333333333333
5,lucene-log,62716,0.10200000000000001,5,5,1.0,0.9974449091045987,13.531086967542706,0.09301805127881099,0.1111111111111111,9,0.1111111111111111
5,lucene-log,63902,0.126,5,5,1.0,0.985063047955851,12.169733851395918,0.06793956281131913,0.05555555555555555,18,0.05555555555555555
5,lucene-log,65536,0.067,5,5,1.0,0.9630585879497909,13.034945532683583,0.0,0.0,,0.0
5,lucene-log,65670,0.105,5,5,1.0,0.9873537943427386,13.531086967542706,0.47319510944856186,0.41842105263157886,1,1.0
1,ii,121612,0.429,5,5,1.0,0.9912536151860464,11.784945532683583,0.0,0.0,,0.0
5,lucene-log,66362,0.108,5,5,1.0,0.9692547593287503,11.635072130432615,0.0,0.0,,0.0
5,lucene-log,66455,0.214,5,5,1.0,0.951527087683955,13.449904018473184,0.1678390563592771,0.10416666666666666,8,0.125
5,lucene-log,67608,0.076,5,5,1.0,0.8995203318856685,10.60426897461019,0.0,0.0,,0.0
1,ii,124449,0.525,5,5,1.0,0.9879340481458806,16.39629864883037,0.0,0.0,,0.0
5,lucene-log,69256,0.213,5,5,1.0,0.9154169535248793,10.531086967542706,0.051157423486023534,0.05263157894736842,19,0.05263157894736842
5,lucene-log,69498,0.135,5,5,1.0,0.9844732857097492,14.65015721397125,0.17331624791489436,0.11805555555555555,8,0.125
5,lucene-log,70337,0.096,5,5,1.0,0.9760341406206352,11.75028381172028,0.08152548259442595,0.041666666666666664,24,0.041666666666666664
5,lucene-log,70740,0.14,5,5,1.0,0.9592209830365575,15.377355000150859,0.0,0.0,,0.0
1,ii,125084,0.525,5,5,1.0,0.8717552251332846,10.146298648830369,0.0,0.0,,0.0
5,lucene-log,71052,0.138,5,5,1.0,0.9651577909109785,13.850410409469312,0.3135798818011932,1.0,1,1.0
5,lucene-log,72971,0.167,5,5,1.0,0.945873091332144,15.461763525616098,0.08532164713009835,0.08333333333333333,12,0.08333333333333333
5,lucene-log,73947,0.123,5,5,1.0,0.9775335150121512,14.06189012336513,0.06915441740846172,0.043478260869565216,23,0.043478260869565216
5,lucene-log,75001,0.11800000000000001,5,5,1.0,0.9407815159197386,12.465622090756977,0.0,0.0,,0.0
5,lucene-log,76630,0.06,5,5,1.0,0.9934562230004699,9.93867750007543,0.08668354030620556,0.09090909090909091,11,0.09090909090909091
1,ii,127536,0.491,5,5,1.0,0.9951575398929525,14.2464252465794,0.0,0.0,,0.0
5,lucene-log,78362,0.133,5,5,1.0,0.9942398208834147,11.965622090756977,0.07270494059351927,0.0625,16,0.0625
